image_name,label_id,name
alderman1.jpg,0,Alderman Library
alderman3.jpg,0,Alderman Library
alderman4.jpg,0,Alderman Library
alderman5.jpg,0,Alderman Library
alderman6.jpg,0,Alderman Library
alderman7.jpg,0,Alderman Library
alderman8.jpg,0,Alderman Library
alderman10.jpg,0,Alderman Library
alderman11.jpg,0,Alderman Library
alderman13.jpg,0,Alderman Library
alderman14.jpg,0,Alderman Library
alderman15.jpg,0,Alderman Library
alderman16.jpg,0,Alderman Library
alderman17.jpg,0,Alderman Library
alderman18.jpg,0,Alderman Library
alderman19.jpg,0,Alderman Library
alderman20.jpg,0,Alderman Library
alderman22.jpg,0,Alderman Library
alderman23.jpg,0,Alderman Library
alumniHall1.jpg,1,Alumni Hall
alumniHall2.jpg,1,Alumni Hall
alumniHall3.jpg,1,Alumni Hall
alumniHall4.jpg,1,Alumni Hall
alumniHall5.jpg,1,Alumni Hall
alumniHall7.jpg,1,Alumni Hall
alumniHall8.jpg,1,Alumni Hall
alumniHall10.jpg,1,Alumni Hall
alumniHall11.jpg,1,Alumni Hall
alumniHall13.jpg,1,Alumni Hall
alumniHall14.jpg,1,Alumni Hall
alumniHall15.jpg,1,Alumni Hall
alumniHall16.jpg,1,Alumni Hall
IMG_2352.jpeg,2,Aquatic & Fitness Center
IMG_2329.jpeg,2,Aquatic & Fitness Center
IMG_2303.jpeg,2,Aquatic & Fitness Center
IMG_2309.jpeg,2,Aquatic & Fitness Center
IMG_2359.jpeg,2,Aquatic & Fitness Center
IMG_2362.jpeg,2,Aquatic & Fitness Center
IMG_2325.jpeg,2,Aquatic & Fitness Center
IMG_2311.jpeg,2,Aquatic & Fitness Center
IMG_2331.jpeg,2,Aquatic & Fitness Center
IMG_2314.jpeg,2,Aquatic & Fitness Center
IMG_2351.jpeg,2,Aquatic & Fitness Center
IMG_2336.jpeg,2,Aquatic & Fitness Center
IMG_2360.jpeg,2,Aquatic & Fitness Center
IMG_2337.jpeg,2,Aquatic & Fitness Center
IMG_2305.jpeg,2,Aquatic & Fitness Center
IMG_2316.jpeg,2,Aquatic & Fitness Center
IMG_2302.jpeg,2,Aquatic & Fitness Center
IMG_2350.jpeg,2,Aquatic & Fitness Center
IMG_2342.jpeg,2,Aquatic & Fitness Center
IMG_2355.jpeg,2,Aquatic & Fitness Center
IMG_2300.jpeg,2,Aquatic & Fitness Center
IMG_2319.jpeg,2,Aquatic & Fitness Center
IMG_2354.jpeg,2,Aquatic & Fitness Center
IMG_2328.jpeg,2,Aquatic & Fitness Center
IMG_2304.jpeg,2,Aquatic & Fitness Center
IMG_2368.jpeg,2,Aquatic & Fitness Center
IMG_2318.jpeg,2,Aquatic & Fitness Center
IMG_2334.jpeg,2,Aquatic & Fitness Center
IMG_2312.jpeg,2,Aquatic & Fitness Center
IMG_2349.jpeg,2,Aquatic & Fitness Center
IMG_2367.jpeg,2,Aquatic & Fitness Center
IMG_2335.jpeg,2,Aquatic & Fitness Center
IMG_2321.jpeg,2,Aquatic & Fitness Center
IMG_2306.jpeg,2,Aquatic & Fitness Center
IMG_2320.jpeg,2,Aquatic & Fitness Center
IMG_2357.jpeg,2,Aquatic & Fitness Center
IMG_2369.jpeg,2,Aquatic & Fitness Center
IMG_2301.jpeg,2,Aquatic & Fitness Center
IMG_2364.jpeg,2,Aquatic & Fitness Center
IMG_2339.jpeg,2,Aquatic & Fitness Center
IMG_2338.jpeg,2,Aquatic & Fitness Center
IMG_2341.jpeg,2,Aquatic & Fitness Center
IMG_2340.jpeg,2,Aquatic & Fitness Center
IMG_2323.jpeg,2,Aquatic & Fitness Center
IMG_2363.jpeg,2,Aquatic & Fitness Center
IMG_2313.jpeg,2,Aquatic & Fitness Center
IMG_2308.jpeg,2,Aquatic & Fitness Center
IMG_2353.jpeg,2,Aquatic & Fitness Center
IMG_2356.jpeg,2,Aquatic & Fitness Center
IMG_2326.jpeg,2,Aquatic & Fitness Center
IMG_2344.jpeg,2,Aquatic & Fitness Center
IMG_2332.jpeg,2,Aquatic & Fitness Center
IMG_2348.jpeg,2,Aquatic & Fitness Center
IMG_2345.jpeg,2,Aquatic & Fitness Center
IMG_2322.jpeg,2,Aquatic & Fitness Center
IMG_1981.jpeg,3,Chemical Engineering Building
IMG_1993.jpeg,3,Chemical Engineering Building
IMG_1992.jpeg,3,Chemical Engineering Building
IMG_1995.jpeg,3,Chemical Engineering Building
IMG_2003.jpeg,3,Chemical Engineering Building
IMG_2010.jpeg,3,Chemical Engineering Building
IMG_2014.jpeg,3,Chemical Engineering Building
IMG_2012.jpeg,3,Chemical Engineering Building
IMG_1990.jpeg,3,Chemical Engineering Building
IMG_1989.jpeg,3,Chemical Engineering Building
IMG_1987.jpeg,3,Chemical Engineering Building
IMG_2007.jpeg,3,Chemical Engineering Building
IMG_2006.jpeg,3,Chemical Engineering Building
IMG_1999.jpeg,3,Chemical Engineering Building
IMG_2015.jpeg,3,Chemical Engineering Building
IMG_2004.jpeg,3,Chemical Engineering Building
IMG_1998.jpeg,3,Chemical Engineering Building
IMG_2009.jpeg,3,Chemical Engineering Building
IMG_1988.jpeg,3,Chemical Engineering Building
IMG_1997.jpeg,3,Chemical Engineering Building
IMG_1994.jpeg,3,Chemical Engineering Building
IMG_2011.jpeg,3,Chemical Engineering Building
IMG_2001.jpeg,3,Chemical Engineering Building
IMG_2002.jpeg,3,Chemical Engineering Building
IMG_1982.jpeg,3,Chemical Engineering Building
IMG_1991.jpeg,3,Chemical Engineering Building
IMG_1985.jpeg,3,Chemical Engineering Building
IMG_2459.jpeg,4,John Paul Jones Arena
IMG_2447.jpeg,4,John Paul Jones Arena
IMG_2423.jpeg,4,John Paul Jones Arena
IMG_2399.jpeg,4,John Paul Jones Arena
IMG_2413.jpeg,4,John Paul Jones Arena
IMG_2396.jpeg,4,John Paul Jones Arena
IMG_2458.jpeg,4,John Paul Jones Arena
IMG_2394.jpeg,4,John Paul Jones Arena
IMG_2440.jpeg,4,John Paul Jones Arena
IMG_2389.jpeg,4,John Paul Jones Arena
IMG_2434.jpeg,4,John Paul Jones Arena
IMG_2386.jpeg,4,John Paul Jones Arena
IMG_2429.jpeg,4,John Paul Jones Arena
IMG_2437.jpeg,4,John Paul Jones Arena
IMG_2451.jpeg,4,John Paul Jones Arena
IMG_2448.jpeg,4,John Paul Jones Arena
IMG_2395.jpeg,4,John Paul Jones Arena
IMG_2460.jpeg,4,John Paul Jones Arena
IMG_2387.jpeg,4,John Paul Jones Arena
IMG_2415.jpeg,4,John Paul Jones Arena
IMG_2416.jpeg,4,John Paul Jones Arena
IMG_2421.jpeg,4,John Paul Jones Arena
IMG_2430.jpeg,4,John Paul Jones Arena
IMG_2435.jpeg,4,John Paul Jones Arena
IMG_2462.jpeg,4,John Paul Jones Arena
IMG_2419.jpeg,4,John Paul Jones Arena
IMG_2455.jpeg,4,John Paul Jones Arena
IMG_2410.jpeg,4,John Paul Jones Arena
IMG_2444.jpeg,4,John Paul Jones Arena
IMG_2424.jpeg,4,John Paul Jones Arena
IMG_2436.jpeg,4,John Paul Jones Arena
IMG_2441.jpeg,4,John Paul Jones Arena
IMG_2461.jpeg,4,John Paul Jones Arena
IMG_2449.jpeg,4,John Paul Jones Arena
IMG_2428.jpeg,4,John Paul Jones Arena
IMG_2450.jpeg,4,John Paul Jones Arena
IMG_2438.jpeg,4,John Paul Jones Arena
IMG_2384.jpeg,4,John Paul Jones Arena
IMG_2388.jpeg,4,John Paul Jones Arena
IMG_2414.jpeg,4,John Paul Jones Arena
IMG_2411.jpeg,4,John Paul Jones Arena
IMG_2426.jpeg,4,John Paul Jones Arena
IMG_2432.jpeg,4,John Paul Jones Arena
IMG_2453.jpeg,4,John Paul Jones Arena
IMG_2420.jpeg,4,John Paul Jones Arena
IMG_2431.jpeg,4,John Paul Jones Arena
IMG_2417.jpeg,4,John Paul Jones Arena
IMG_2445.jpeg,4,John Paul Jones Arena
IMG_2403.jpeg,4,John Paul Jones Arena
IMG_2402.jpeg,4,John Paul Jones Arena
IMG_2422.jpeg,4,John Paul Jones Arena
IMG_2457.jpeg,4,John Paul Jones Arena
IMG_2427.jpeg,4,John Paul Jones Arena
IMG_2409.jpeg,4,John Paul Jones Arena
IMG_2397.jpeg,4,John Paul Jones Arena
IMG_2406.jpeg,4,John Paul Jones Arena
IMG_2442.jpeg,4,John Paul Jones Arena
IMG_2390.jpeg,4,John Paul Jones Arena
IMG_2446.jpeg,4,John Paul Jones Arena
IMG_2407.jpeg,4,John Paul Jones Arena
IMG_2400.jpeg,4,John Paul Jones Arena
IMG_2433.jpeg,4,John Paul Jones Arena
IMG_2456.jpeg,4,John Paul Jones Arena
IMG_2454.jpeg,4,John Paul Jones Arena
IMG_2479.jpeg,5,Law School Building
IMG_2512.jpeg,5,Law School Building
IMG_9039.jpeg,5,Law School Building
IMG_2473.jpeg,5,Law School Building
IMG_2494.jpeg,5,Law School Building
IMG_2501.jpeg,5,Law School Building
IMG_2495.jpeg,5,Law School Building
IMG_2524.jpeg,5,Law School Building
IMG_2520.jpeg,5,Law School Building
IMG_2508.jpeg,5,Law School Building
IMG_2516.jpeg,5,Law School Building
IMG_2507.jpeg,5,Law School Building
IMG_2518.jpeg,5,Law School Building
IMG_2488.jpeg,5,Law School Building
IMG_2509.jpeg,5,Law School Building
IMG_2497.jpeg,5,Law School Building
IMG_2481.jpeg,5,Law School Building
IMG_2498.jpeg,5,Law School Building
IMG_2492.jpeg,5,Law School Building
IMG_2483.jpeg,5,Law School Building
IMG_2490.jpeg,5,Law School Building
IMG_2505.jpeg,5,Law School Building
IMG_2491.jpeg,5,Law School Building
IMG_2489.jpeg,5,Law School Building
IMG_2486.jpeg,5,Law School Building
IMG_2522.jpeg,5,Law School Building
IMG_2478.jpeg,5,Law School Building
IMG_2475.jpeg,5,Law School Building
IMG_2517.jpeg,5,Law School Building
IMG_2526.jpeg,5,Law School Building
IMG_2480.jpeg,5,Law School Building
IMG_2513.jpeg,5,Law School Building
IMG_2476.jpeg,5,Law School Building
IMG_2470.jpeg,5,Law School Building
IMG_2502.jpeg,5,Law School Building
IMG_2510.jpeg,5,Law School Building
IMG_2477.jpeg,5,Law School Building
IMG_2503.jpeg,5,Law School Building
IMG_2506.jpeg,5,Law School Building
IMG_2472.jpeg,5,Law School Building
IMG_2525.jpeg,5,Law School Building
IMG_2515.jpeg,5,Law School Building
IMG_2527.jpeg,5,Law School Building
IMG_2493.jpeg,5,Law School Building
IMG_2521.jpeg,5,Law School Building
IMG_2504.jpeg,5,Law School Building
IMG_2487.jpeg,5,Law School Building
IMG_2079.jpeg,6,Mechanical Building
IMG_2060.jpeg,6,Mechanical Building
IMG_2074.jpeg,6,Mechanical Building
IMG_2073.jpeg,6,Mechanical Building
IMG_2072.jpeg,6,Mechanical Building
IMG_2041.jpeg,6,Mechanical Building
IMG_2053.jpeg,6,Mechanical Building
IMG_2047.jpeg,6,Mechanical Building
IMG_2064.jpeg,6,Mechanical Building
IMG_2046.jpeg,6,Mechanical Building
IMG_2043.jpeg,6,Mechanical Building
IMG_2044.jpeg,6,Mechanical Building
IMG_2029.jpeg,6,Mechanical Building
IMG_2051.jpeg,6,Mechanical Building
IMG_2036.jpeg,6,Mechanical Building
IMG_2056.jpeg,6,Mechanical Building
IMG_2052.jpeg,6,Mechanical Building
IMG_2070.jpeg,6,Mechanical Building
IMG_2031.jpeg,6,Mechanical Building
IMG_2080.jpeg,6,Mechanical Building
IMG_2026.jpeg,6,Mechanical Building
IMG_2027.jpeg,6,Mechanical Building
